date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Family,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup,FunctionalGroup2,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
5/22/2020,1,B3-29,B3,4,37,37,9,8,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-29,B3,4,37,37,9,8.25,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-29,B3,4,37,37,9,8.5,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-29,B3,4,37,37,9,8.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-29,B3,4,37,37,9,9,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,0,upper,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,0.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,1.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,1.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,2,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,2.25,upper,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,2.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,2.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,3,upper,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,3.25,middle,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,3.5,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,3.75,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,4,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,4.25,middle,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,4.5,middle,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,4.75,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,5,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,5.25,middle,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,5.5,middle,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,5.75,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,6,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,6.25,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,6.5,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,6.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,7,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,7.25,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,7.5,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,7.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,8,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,8.25,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,8.5,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,8.75,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/22/2020,1,B3-41,B3,5,37,37,9,9,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,0,upper,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,0.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,0.5,upper,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,1.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,1.75,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,2,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,2.25,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,2.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,2.75,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,3,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,3.25,lower,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,3.5,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,3.75,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,4,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-0,B5,1,18,18,4.25,4.25,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,0,upper,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,0.25,upper,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,1.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,1.75,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,2,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,2.25,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,2.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,2.75,middle,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3.25,lower,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3.5,lower,2,NA,NULL,downed woody debris,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3.5,lower,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,4,lower,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,4.25,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,0,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,0.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,1.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,1.75,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,2,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,2.25,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,2.5,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,2.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,3,lower,1,NA,NULL,downed woody debris,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,3,lower,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,3.25,lower,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,3.5,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,3.75,lower,2,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-25,B5,3,17,17,4,4,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,0,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,0.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,1.5,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,1.75,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,2,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,2.25,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,2.5,middle,2,NA,NULL,downed woody debris,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,2.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,2.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,3,lower,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,3.25,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,3.5,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,3.75,lower,1,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-37.5,B5,4,17,17,4,4,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,0,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,0.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,1.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,1.75,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,2,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,2.25,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,2.5,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,2.75,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,3,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,3.25,lower,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,3.5,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,3.75,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,4,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,4.25,lower,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,4.5,lower,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B5-50,B5,5,20,20,4.75,4.75,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,0,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,0.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,0.75,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,1,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,1.25,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,1.5,middle,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,1.75,middle,2,NA,NULL,downed woody debris,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,1.75,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2,middle,1,NA,NULL,downed woody debris,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2.25,middle,2,NA,NULL,downed woody debris,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2.25,middle,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2.5,middle,1,NA,NULL,downed woody debris,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2.5,middle,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2.75,lower,2,NA,NULL,downed woody debris,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,2.75,lower,2,NA,NULL,litter,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3,lower,2,NA,NULL,downed woody debris,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3,lower,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3.25,lower,2,NA,NULL,downed woody debris,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3.25,lower,2,NA,NULL,bare soil,bare soil,bare soil,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3.5,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3.5,lower,1,NA,NULL,water,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-0,B7,1,16,16,3.75,3.75,lower,NULL,NA,NULL,NULL,water,water,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-12.5,B7,2,20,20,4.75,0,upper,2,NA,NULL,downed woody debris,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-12.5,B7,2,20,20,4.75,0,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-12.5,B7,2,20,20,4.75,0.25,upper,1,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
5/26/2020,1,B7-12.5,B7,2,20,20,4.75,0.5,upper,2,NA,NULL,litter,litter,litter,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA
