Org_trayID,Full_TrayID,Baseline,TrayID,Transect_ID,Bank_Gradient,Germinant ID,Family,Genus,Species,Specific Epithet_wconservative cf,SPECIFIC_EPITHET_FINAL,WIS_Grouped,WIS,Longevity_1,Longevity_2,Habit,Functional_Group_1,Functional_Group_2,Origin,Cultivar_Noxious,C_Value,C_Value_2
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U33,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U34,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U35,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U36,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U37,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U38,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U39,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U40,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U41,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U42,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U43,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U44,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U45,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U46,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U47,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U48,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U49,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U50,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U51,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U52,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U53,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U54,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U55,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U56,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U57,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U58,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U59,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U60,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U61,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U62,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U63,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U64,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U65,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U66,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U67,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U68,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U69,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U70,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U71,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U72,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U73,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U74,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U75,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U76,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U77,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U78,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U79,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U80,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U81,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U82,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U83,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U84,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U85,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U86,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U87,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U88,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U89,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U90,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U91,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U92,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U93,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U94,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U95,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U96,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U97,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U98,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U99,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U100,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U101,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U102,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U103,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U104,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U105,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U106,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U107,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U108,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U109,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U110,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U111,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U112,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U113,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U114,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U115,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U116,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U117,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U118,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U119,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U120,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U121,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U122,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U123,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U124,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U125,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U126,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U127,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U128,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U129,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U130,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U131,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U132,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
